id,name,source,pack,category,tags,triangles,vertices,groups,animMode,hasUV,textured,sizeX,sizeY,sizeZ,bytes,file
kenney/fantasy-town-kit/roof-high,"roof-high",kenney,fantasy-town-kit,buildings,"medieval roof",128,384,1,whole-model,True,True,1.071,1.176,1.000,4567,kenney/fantasy-town-kit/roof-high.obj
kenney/fantasy-town-kit/roof-high-corner,"roof-high-corner",kenney,fantasy-town-kit,buildings,"medieval roof",72,216,1,whole-model,True,True,1.071,1.176,1.071,3217,kenney/fantasy-town-kit/roof-high-corner.obj
kenney/fantasy-town-kit/roof-high-corner-round,"roof-high-corner-round",kenney,fantasy-town-kit,buildings,"medieval roof",96,288,1,whole-model,True,True,1.071,1.176,1.071,4799,kenney/fantasy-town-kit/roof-high-corner-round.obj
kenney/fantasy-town-kit/roof-high-cornerinner,"roof-high-cornerinner",kenney,fantasy-town-kit,buildings,"medieval roof",60,180,1,whole-model,True,True,1.000,1.141,1.000,2329,kenney/fantasy-town-kit/roof-high-cornerinner.obj
kenney/fantasy-town-kit/roof-high-flat,"roof-high-flat",kenney,fantasy-town-kit,buildings,"medieval roof",40,120,1,whole-model,True,True,1.000,0.141,1.000,1553,kenney/fantasy-town-kit/roof-high-flat.obj
kenney/fantasy-town-kit/roof-high-gable,"roof-high-gable",kenney,fantasy-town-kit,buildings,"medieval roof",144,432,1,whole-model,True,True,1.100,1.157,1.134,5461,kenney/fantasy-town-kit/roof-high-gable.obj
kenney/fantasy-town-kit/roof-high-gable-detail,"roof-high-gable-detail",kenney,fantasy-town-kit,buildings,"medieval roof",280,840,1,whole-model,True,True,1.100,1.313,1.268,10426,kenney/fantasy-town-kit/roof-high-gable-detail.obj
kenney/fantasy-town-kit/roof-high-gable-end,"roof-high-gable-end",kenney,fantasy-town-kit,buildings,"medieval roof",104,312,1,whole-model,True,True,1.118,1.157,1.134,4248,kenney/fantasy-town-kit/roof-high-gable-end.obj
kenney/fantasy-town-kit/roof-high-gable-top,"roof-high-gable-top",kenney,fantasy-town-kit,buildings,"medieval roof",112,336,1,whole-model,True,True,1.000,0.641,1.000,4235,kenney/fantasy-town-kit/roof-high-gable-top.obj
kenney/fantasy-town-kit/roof-high-left,"roof-high-left",kenney,fantasy-town-kit,buildings,"medieval roof",168,504,1,whole-model,True,True,1.141,1.261,1.000,6498,kenney/fantasy-town-kit/roof-high-left.obj
kenney/fantasy-town-kit/roof-high-point,"roof-high-point",kenney,fantasy-town-kit,buildings,"medieval roof",88,264,1,whole-model,True,True,1.100,1.000,1.100,3967,kenney/fantasy-town-kit/roof-high-point.obj
kenney/fantasy-town-kit/roof-high-right,"roof-high-right",kenney,fantasy-town-kit,buildings,"medieval roof",168,504,1,whole-model,True,True,1.141,1.261,1.000,6434,kenney/fantasy-town-kit/roof-high-right.obj
kenney/fantasy-town-kit/roof-high-window,"roof-high-window",kenney,fantasy-town-kit,buildings,"medieval roof window",516,1548,1,whole-model,True,True,1.071,1.176,1.000,20482,kenney/fantasy-town-kit/roof-high-window.obj
kenney/fantasy-town-kit/roof-left,"roof-left",kenney,fantasy-town-kit,buildings,"medieval roof",168,504,1,whole-model,True,True,1.134,0.721,1.000,6455,kenney/fantasy-town-kit/roof-left.obj
kenney/fantasy-town-kit/roof-point,"roof-point",kenney,fantasy-town-kit,buildings,"medieval roof",88,264,1,whole-model,True,True,1.100,0.500,1.100,3964,kenney/fantasy-town-kit/roof-point.obj
kenney/fantasy-town-kit/roof-right,"roof-right",kenney,fantasy-town-kit,buildings,"medieval roof",168,504,1,whole-model,True,True,1.134,0.721,1.000,6478,kenney/fantasy-town-kit/roof-right.obj
kenney/fantasy-town-kit/roof-window,"roof-window",kenney,fantasy-town-kit,buildings,"medieval roof window",352,1056,1,whole-model,True,True,1.067,0.648,1.000,14021,kenney/fantasy-town-kit/roof-window.obj
kenney/fantasy-town-kit/stairs-full,"stairs-full",kenney,fantasy-town-kit,buildings,"medieval stairs",136,408,1,whole-model,True,True,1.020,0.500,1.000,4481,kenney/fantasy-town-kit/stairs-full.obj
kenney/fantasy-town-kit/stairs-full-corner-inner,"stairs-full-corner-inner",kenney,fantasy-town-kit,buildings,"medieval stairs",168,504,1,whole-model,True,True,1.000,0.500,1.000,5565,kenney/fantasy-town-kit/stairs-full-corner-inner.obj
kenney/fantasy-town-kit/stairs-full-corner-outer,"stairs-full-corner-outer",kenney,fantasy-town-kit,buildings,"medieval stairs",200,600,1,whole-model,True,True,1.020,0.500,1.020,6561,kenney/fantasy-town-kit/stairs-full-corner-outer.obj
kenney/fantasy-town-kit/stairs-stone,"stairs-stone",kenney,fantasy-town-kit,buildings,"medieval rock stairs",272,816,1,whole-model,True,True,1.020,1.000,0.500,9327,kenney/fantasy-town-kit/stairs-stone.obj
kenney/fantasy-town-kit/stairs-stone-corner,"stairs-stone-corner",kenney,fantasy-town-kit,buildings,"medieval rock stairs",288,864,1,whole-model,True,True,1.020,1.000,1.000,9955,kenney/fantasy-town-kit/stairs-stone-corner.obj
kenney/fantasy-town-kit/stairs-stone-handrail,"stairs-stone-handrail",kenney,fantasy-town-kit,buildings,"medieval rock stairs",544,1632,1,whole-model,True,True,1.020,1.445,0.500,19787,kenney/fantasy-town-kit/stairs-stone-handrail.obj
kenney/fantasy-town-kit/stairs-stone-round,"stairs-stone-round",kenney,fantasy-town-kit,buildings,"medieval rock stairs",308,924,1,whole-model,True,True,0.862,1.000,0.495,13597,kenney/fantasy-town-kit/stairs-stone-round.obj
kenney/fantasy-town-kit/stairs-wide-stone,"stairs-wide-stone",kenney,fantasy-town-kit,buildings,"medieval rock stairs",272,816,1,whole-model,True,True,1.020,1.000,1.000,9272,kenney/fantasy-town-kit/stairs-wide-stone.obj
kenney/fantasy-town-kit/stairs-wide-stone-handrail,"stairs-wide-stone-handrail",kenney,fantasy-town-kit,buildings,"medieval rock stairs",544,1632,1,whole-model,True,True,1.020,1.445,1.000,19730,kenney/fantasy-town-kit/stairs-wide-stone-handrail.obj
kenney/fantasy-town-kit/stairs-wide-wood,"stairs-wide-wood",kenney,fantasy-town-kit,buildings,"medieval stairs",848,2544,1,whole-model,True,True,1.020,1.000,1.000,30116,kenney/fantasy-town-kit/stairs-wide-wood.obj
kenney/fantasy-town-kit/stairs-wide-wood-handrail,"stairs-wide-wood-handrail",kenney,fantasy-town-kit,buildings,"medieval stairs",1120,3360,1,whole-model,True,True,1.020,1.445,1.000,40779,kenney/fantasy-town-kit/stairs-wide-wood-handrail.obj
kenney/fantasy-town-kit/stairs-wood,"stairs-wood",kenney,fantasy-town-kit,buildings,"medieval stairs",864,2592,1,whole-model,True,True,1.020,1.000,0.500,30815,kenney/fantasy-town-kit/stairs-wood.obj
kenney/fantasy-town-kit/stairs-wood-handrail,"stairs-wood-handrail",kenney,fantasy-town-kit,buildings,"medieval stairs",1136,3408,1,whole-model,True,True,1.020,1.445,0.500,41478,kenney/fantasy-town-kit/stairs-wood-handrail.obj
kenney/fantasy-town-kit/stall,"stall",kenney,fantasy-town-kit,buildings,"medieval",212,636,1,whole-model,True,True,0.650,0.366,1.000,8178,kenney/fantasy-town-kit/stall.obj
kenney/fantasy-town-kit/stall-bench,"stall-bench",kenney,fantasy-town-kit,buildings,"furniture medieval",360,1080,1,whole-model,True,True,0.260,0.226,0.940,11741,kenney/fantasy-town-kit/stall-bench.obj
kenney/fantasy-town-kit/stall-green,"stall-green",kenney,fantasy-town-kit,buildings,"medieval",644,1932,1,whole-model,True,True,1.000,1.237,1.000,26205,kenney/fantasy-town-kit/stall-green.obj
kenney/fantasy-town-kit/stall-red,"stall-red",kenney,fantasy-town-kit,buildings,"medieval",540,1620,1,whole-model,True,True,1.000,1.237,1.000,22276,kenney/fantasy-town-kit/stall-red.obj
kenney/fantasy-town-kit/stall-stool,"stall-stool",kenney,fantasy-town-kit,buildings,"furniture medieval",360,1080,1,whole-model,True,True,0.260,0.226,0.260,11773,kenney/fantasy-town-kit/stall-stool.obj
kenney/fantasy-town-kit/tree,"tree",kenney,fantasy-town-kit,buildings,"medieval tree",336,1008,1,whole-model,True,True,1.023,2.413,1.023,15698,kenney/fantasy-town-kit/tree.obj
kenney/fantasy-town-kit/tree-crooked,"tree-crooked",kenney,fantasy-town-kit,buildings,"medieval tree",356,1068,1,whole-model,True,True,1.023,2.413,1.023,20118,kenney/fantasy-town-kit/tree-crooked.obj
kenney/fantasy-town-kit/tree-high,"tree-high",kenney,fantasy-town-kit,buildings,"medieval tree",400,1200,1,whole-model,True,True,1.023,2.973,1.023,19594,kenney/fantasy-town-kit/tree-high.obj
kenney/fantasy-town-kit/tree-high-crooked,"tree-high-crooked",kenney,fantasy-town-kit,buildings,"medieval tree",420,1260,1,whole-model,True,True,1.023,2.973,1.023,23293,kenney/fantasy-town-kit/tree-high-crooked.obj
kenney/fantasy-town-kit/tree-high-round,"tree-high-round",kenney,fantasy-town-kit,buildings,"medieval tree",252,756,1,whole-model,True,True,1.019,2.751,1.019,11722,kenney/fantasy-town-kit/tree-high-round.obj
kenney/fantasy-town-kit/wall,"wall",kenney,fantasy-town-kit,buildings,"medieval wall",64,192,1,whole-model,True,True,0.100,1.000,1.000,2204,kenney/fantasy-town-kit/wall.obj
kenney/fantasy-town-kit/wall-arch,"wall-arch",kenney,fantasy-town-kit,buildings,"medieval pillar wall",64,192,1,whole-model,True,True,0.100,1.000,0.300,2339,kenney/fantasy-town-kit/wall-arch.obj
kenney/fantasy-town-kit/wall-arch-top,"wall-arch-top",kenney,fantasy-town-kit,buildings,"medieval pillar wall",292,876,1,whole-model,True,True,0.100,1.000,1.000,12412,kenney/fantasy-town-kit/wall-arch-top.obj
kenney/fantasy-town-kit/wall-arch-top-detail,"wall-arch-top-detail",kenney,fantasy-town-kit,buildings,"medieval pillar wall",336,1008,1,whole-model,True,True,0.160,1.000,1.000,15506,kenney/fantasy-town-kit/wall-arch-top-detail.obj
kenney/fantasy-town-kit/wall-block,"wall-block",kenney,fantasy-town-kit,buildings,"medieval toy wall",152,456,1,whole-model,True,True,1.000,1.000,1.000,5428,kenney/fantasy-town-kit/wall-block.obj
kenney/fantasy-town-kit/wall-block-half,"wall-block-half",kenney,fantasy-town-kit,buildings,"medieval toy wall",152,456,1,whole-model,True,True,1.000,0.500,1.000,5815,kenney/fantasy-town-kit/wall-block-half.obj
kenney/fantasy-town-kit/wall-broken,"wall-broken",kenney,fantasy-town-kit,buildings,"medieval wall",332,996,1,whole-model,True,True,0.117,1.000,1.000,11969,kenney/fantasy-town-kit/wall-broken.obj
kenney/fantasy-town-kit/wall-corner,"wall-corner",kenney,fantasy-town-kit,buildings,"medieval wall",104,312,1,whole-model,True,True,1.000,1.000,1.000,3633,kenney/fantasy-town-kit/wall-corner.obj
kenney/fantasy-town-kit/wall-corner-detail,"wall-corner-detail",kenney,fantasy-town-kit,buildings,"medieval wall",352,1056,1,whole-model,True,True,0.160,1.000,0.160,11148,kenney/fantasy-town-kit/wall-corner-detail.obj
kenney/fantasy-town-kit/wall-corner-diagonal,"wall-corner-diagonal",kenney,fantasy-town-kit,buildings,"medieval wall",96,288,1,whole-model,True,True,1.000,1.000,1.000,3294,kenney/fantasy-town-kit/wall-corner-diagonal.obj
kenney/fantasy-town-kit/wall-corner-diagonal-half,"wall-corner-diagonal-half",kenney,fantasy-town-kit,buildings,"medieval wall",68,204,1,whole-model,True,True,0.550,1.000,0.975,2448,kenney/fantasy-town-kit/wall-corner-diagonal-half.obj
kenney/fantasy-town-kit/wall-corner-edge,"wall-corner-edge",kenney,fantasy-town-kit,buildings,"medieval wall",80,240,1,whole-model,True,True,1.000,1.000,1.000,2880,kenney/fantasy-town-kit/wall-corner-edge.obj
kenney/fantasy-town-kit/wall-curved,"wall-curved",kenney,fantasy-town-kit,buildings,"medieval wall",240,720,1,whole-model,True,True,1.000,1.000,1.000,9029,kenney/fantasy-town-kit/wall-curved.obj
kenney/fantasy-town-kit/wall-detail-cross,"wall-detail-cross",kenney,fantasy-town-kit,buildings,"medieval wall",160,480,1,whole-model,True,True,0.100,1.000,1.000,5731,kenney/fantasy-town-kit/wall-detail-cross.obj
kenney/fantasy-town-kit/wall-detail-diagonal,"wall-detail-diagonal",kenney,fantasy-town-kit,buildings,"medieval wall",112,336,1,whole-model,True,True,0.100,1.000,1.000,4012,kenney/fantasy-town-kit/wall-detail-diagonal.obj
kenney/fantasy-town-kit/wall-detail-horizontal,"wall-detail-horizontal",kenney,fantasy-town-kit,buildings,"medieval wall",92,276,1,whole-model,True,True,0.100,1.000,1.000,3356,kenney/fantasy-town-kit/wall-detail-horizontal.obj
kenney/fantasy-town-kit/wall-diagonal,"wall-diagonal",kenney,fantasy-town-kit,buildings,"medieval wall",76,228,1,whole-model,True,True,1.000,1.000,1.000,2737,kenney/fantasy-town-kit/wall-diagonal.obj
kenney/fantasy-town-kit/wall-door,"wall-door",kenney,fantasy-town-kit,buildings,"door medieval wall",556,1668,2,two-part,True,True,0.100,1.000,1.000,25176,kenney/fantasy-town-kit/wall-door.obj
kenney/fantasy-town-kit/wall-doorway-base,"wall-doorway-base",kenney,fantasy-town-kit,buildings,"door medieval wall",128,384,1,whole-model,True,True,0.100,1.000,1.000,4407,kenney/fantasy-town-kit/wall-doorway-base.obj
kenney/fantasy-town-kit/wall-doorway-round,"wall-doorway-round",kenney,fantasy-town-kit,buildings,"door medieval wall",344,1032,1,whole-model,True,True,0.100,1.000,1.000,13276,kenney/fantasy-town-kit/wall-doorway-round.obj
kenney/fantasy-town-kit/wall-doorway-square,"wall-doorway-square",kenney,fantasy-town-kit,buildings,"door medieval wall",140,420,1,whole-model,True,True,0.100,1.000,1.000,4632,kenney/fantasy-town-kit/wall-doorway-square.obj
kenney/fantasy-town-kit/wall-doorway-square-wide,"wall-doorway-square-wide",kenney,fantasy-town-kit,buildings,"door medieval wall",92,276,1,whole-model,True,True,0.100,1.000,1.000,3241,kenney/fantasy-town-kit/wall-doorway-square-wide.obj
kenney/fantasy-town-kit/wall-doorway-square-wide-curved,"wall-doorway-square-wide-curved",kenney,fantasy-town-kit,buildings,"door medieval wall",332,996,1,whole-model,True,True,0.100,1.000,1.000,13928,kenney/fantasy-town-kit/wall-doorway-square-wide-curved.obj
kenney/fantasy-town-kit/wall-half,"wall-half",kenney,fantasy-town-kit,buildings,"medieval wall",64,192,1,whole-model,True,True,0.100,0.500,1.000,2243,kenney/fantasy-town-kit/wall-half.obj
kenney/fantasy-town-kit/wall-rounded,"wall-rounded",kenney,fantasy-town-kit,buildings,"medieval wall",272,816,1,whole-model,True,True,1.000,1.000,1.000,9682,kenney/fantasy-town-kit/wall-rounded.obj
kenney/fantasy-town-kit/wall-side,"wall-side",kenney,fantasy-town-kit,buildings,"medieval wall",44,132,1,whole-model,True,True,0.100,1.000,0.260,1627,kenney/fantasy-town-kit/wall-side.obj
kenney/fantasy-town-kit/wall-slope,"wall-slope",kenney,fantasy-town-kit,buildings,"medieval wall",64,192,1,whole-model,True,True,0.100,1.000,1.000,2278,kenney/fantasy-town-kit/wall-slope.obj
kenney/fantasy-town-kit/wall-window-glass,"wall-window-glass",kenney,fantasy-town-kit,buildings,"medieval wall window",356,1068,1,whole-model,True,True,0.100,1.000,1.000,12128,kenney/fantasy-town-kit/wall-window-glass.obj
kenney/fantasy-town-kit/wall-window-round,"wall-window-round",kenney,fantasy-town-kit,buildings,"medieval wall window",556,1668,1,whole-model,True,True,0.100,1.000,1.000,20365,kenney/fantasy-town-kit/wall-window-round.obj
kenney/fantasy-town-kit/wall-window-shutters,"wall-window-shutters",kenney,fantasy-town-kit,buildings,"medieval wall window",572,1716,1,whole-model,True,True,0.175,1.000,1.000,22507,kenney/fantasy-town-kit/wall-window-shutters.obj
kenney/fantasy-town-kit/wall-window-small,"wall-window-small",kenney,fantasy-town-kit,buildings,"medieval wall window",204,612,1,whole-model,True,True,0.100,1.000,1.000,6637,kenney/fantasy-town-kit/wall-window-small.obj
kenney/fantasy-town-kit/wall-window-stone,"wall-window-stone",kenney,fantasy-town-kit,buildings,"medieval rock wall window",280,840,1,whole-model,True,True,0.150,1.000,1.000,9325,kenney/fantasy-town-kit/wall-window-stone.obj
kenney/fantasy-town-kit/wall-wood,"wall-wood",kenney,fantasy-town-kit,buildings,"medieval wall",64,192,1,whole-model,True,True,0.100,1.000,1.000,2219,kenney/fantasy-town-kit/wall-wood.obj
kenney/fantasy-town-kit/wall-wood-arch,"wall-wood-arch",kenney,fantasy-town-kit,buildings,"medieval pillar wall",64,192,1,whole-model,True,True,0.100,1.000,0.300,2354,kenney/fantasy-town-kit/wall-wood-arch.obj
kenney/fantasy-town-kit/wall-wood-arch-top,"wall-wood-arch-top",kenney,fantasy-town-kit,buildings,"medieval pillar wall",292,876,1,whole-model,True,True,0.100,1.000,1.000,12428,kenney/fantasy-town-kit/wall-wood-arch-top.obj
kenney/fantasy-town-kit/wall-wood-arch-top-detail,"wall-wood-arch-top-detail",kenney,fantasy-town-kit,buildings,"medieval pillar wall",336,1008,1,whole-model,True,True,0.160,1.000,1.000,15523,kenney/fantasy-town-kit/wall-wood-arch-top-detail.obj
kenney/fantasy-town-kit/wall-wood-block,"wall-wood-block",kenney,fantasy-town-kit,buildings,"medieval toy wall",152,456,1,whole-model,True,True,1.000,1.000,1.000,5443,kenney/fantasy-town-kit/wall-wood-block.obj
kenney/fantasy-town-kit/wall-wood-block-half,"wall-wood-block-half",kenney,fantasy-town-kit,buildings,"medieval toy wall",152,456,1,whole-model,True,True,1.000,0.500,1.000,5830,kenney/fantasy-town-kit/wall-wood-block-half.obj
kenney/fantasy-town-kit/wall-wood-broken,"wall-wood-broken",kenney,fantasy-town-kit,buildings,"medieval wall",332,996,1,whole-model,True,True,0.113,1.000,1.000,12203,kenney/fantasy-town-kit/wall-wood-broken.obj
kenney/fantasy-town-kit/wall-wood-corner,"wall-wood-corner",kenney,fantasy-town-kit,buildings,"medieval wall",104,312,1,whole-model,True,True,1.000,1.000,1.000,3648,kenney/fantasy-town-kit/wall-wood-corner.obj
kenney/fantasy-town-kit/wall-wood-corner-diagonal,"wall-wood-corner-diagonal",kenney,fantasy-town-kit,buildings,"medieval wall",96,288,1,whole-model,True,True,1.000,1.000,1.000,3309,kenney/fantasy-town-kit/wall-wood-corner-diagonal.obj
kenney/fantasy-town-kit/wall-wood-corner-diagonal-half,"wall-wood-corner-diagonal-half",kenney,fantasy-town-kit,buildings,"medieval wall",68,204,1,whole-model,True,True,0.550,1.000,0.975,2463,kenney/fantasy-town-kit/wall-wood-corner-diagonal-half.obj
kenney/fantasy-town-kit/wall-wood-corner-edge,"wall-wood-corner-edge",kenney,fantasy-town-kit,buildings,"medieval wall",80,240,1,whole-model,True,True,1.000,1.000,1.000,2895,kenney/fantasy-town-kit/wall-wood-corner-edge.obj
kenney/fantasy-town-kit/wall-wood-curved,"wall-wood-curved",kenney,fantasy-town-kit,buildings,"medieval wall",240,720,1,whole-model,True,True,1.000,1.000,1.000,9044,kenney/fantasy-town-kit/wall-wood-curved.obj
kenney/fantasy-town-kit/wall-wood-detail-cross,"wall-wood-detail-cross",kenney,fantasy-town-kit,buildings,"medieval wall",160,480,1,whole-model,True,True,0.100,1.000,1.000,5746,kenney/fantasy-town-kit/wall-wood-detail-cross.obj
kenney/fantasy-town-kit/wall-wood-detail-diagonal,"wall-wood-detail-diagonal",kenney,fantasy-town-kit,buildings,"medieval wall",112,336,1,whole-model,True,True,0.100,1.000,1.000,4027,kenney/fantasy-town-kit/wall-wood-detail-diagonal.obj
kenney/fantasy-town-kit/wall-wood-detail-horizontal,"wall-wood-detail-horizontal",kenney,fantasy-town-kit,buildings,"medieval wall",92,276,1,whole-model,True,True,0.100,1.000,1.000,3371,kenney/fantasy-town-kit/wall-wood-detail-horizontal.obj
kenney/fantasy-town-kit/wall-wood-diagonal,"wall-wood-diagonal",kenney,fantasy-town-kit,buildings,"medieval wall",76,228,1,whole-model,True,True,1.000,1.000,1.000,2752,kenney/fantasy-town-kit/wall-wood-diagonal.obj
kenney/fantasy-town-kit/wall-wood-door,"wall-wood-door",kenney,fantasy-town-kit,buildings,"door medieval wall",556,1668,2,two-part,True,True,0.100,1.000,1.000,25109,kenney/fantasy-town-kit/wall-wood-door.obj
kenney/fantasy-town-kit/wall-wood-doorway-base,"wall-wood-doorway-base",kenney,fantasy-town-kit,buildings,"door medieval wall",128,384,1,whole-model,True,True,0.100,1.000,1.000,4422,kenney/fantasy-town-kit/wall-wood-doorway-base.obj
kenney/fantasy-town-kit/wall-wood-doorway-round,"wall-wood-doorway-round",kenney,fantasy-town-kit,buildings,"door medieval wall",344,1032,1,whole-model,True,True,0.100,1.000,1.000,13635,kenney/fantasy-town-kit/wall-wood-doorway-round.obj
kenney/fantasy-town-kit/wall-wood-doorway-square,"wall-wood-doorway-square",kenney,fantasy-town-kit,buildings,"door medieval wall",164,492,1,whole-model,True,True,0.100,1.000,1.000,5569,kenney/fantasy-town-kit/wall-wood-doorway-square.obj
kenney/fantasy-town-kit/wall-wood-doorway-square-wide,"wall-wood-doorway-square-wide",kenney,fantasy-town-kit,buildings,"door medieval wall",92,276,1,whole-model,True,True,0.100,1.000,1.000,3256,kenney/fantasy-town-kit/wall-wood-doorway-square-wide.obj
kenney/fantasy-town-kit/wall-wood-doorway-square-wide-curved,"wall-wood-doorway-square-wide-curved",kenney,fantasy-town-kit,buildings,"door medieval wall",332,996,1,whole-model,True,True,0.100,1.000,1.000,13945,kenney/fantasy-town-kit/wall-wood-doorway-square-wide-curved.obj
kenney/fantasy-town-kit/wall-wood-half,"wall-wood-half",kenney,fantasy-town-kit,buildings,"medieval wall",64,192,1,whole-model,True,True,0.100,0.500,1.000,2258,kenney/fantasy-town-kit/wall-wood-half.obj
kenney/fantasy-town-kit/wall-wood-rounded,"wall-wood-rounded",kenney,fantasy-town-kit,buildings,"medieval wall",272,816,1,whole-model,True,True,1.000,1.000,1.000,9697,kenney/fantasy-town-kit/wall-wood-rounded.obj
kenney/fantasy-town-kit/wall-wood-side,"wall-wood-side",kenney,fantasy-town-kit,buildings,"medieval wall",44,132,1,whole-model,True,True,0.100,1.000,0.260,1642,kenney/fantasy-town-kit/wall-wood-side.obj
kenney/fantasy-town-kit/wall-wood-slope,"wall-wood-slope",kenney,fantasy-town-kit,buildings,"medieval wall",168,504,1,whole-model,True,True,0.100,1.000,1.000,6655,kenney/fantasy-town-kit/wall-wood-slope.obj
kenney/fantasy-town-kit/wall-wood-window-glass,"wall-wood-window-glass",kenney,fantasy-town-kit,buildings,"medieval wall window",244,732,1,whole-model,True,True,0.100,1.000,1.000,8046,kenney/fantasy-town-kit/wall-wood-window-glass.obj
kenney/fantasy-town-kit/wall-wood-window-round,"wall-wood-window-round",kenney,fantasy-town-kit,buildings,"medieval wall window",588,1764,1,whole-model,True,True,0.200,1.000,1.000,21861,kenney/fantasy-town-kit/wall-wood-window-round.obj
kenney/fantasy-town-kit/wall-wood-window-shutters,"wall-wood-window-shutters",kenney,fantasy-town-kit,buildings,"medieval wall window",244,732,1,whole-model,True,True,0.100,1.000,1.000,7809,kenney/fantasy-town-kit/wall-wood-window-shutters.obj
kenney/fantasy-town-kit/wall-wood-window-small,"wall-wood-window-small",kenney,fantasy-town-kit,buildings,"medieval wall window",268,804,1,whole-model,True,True,0.200,1.000,1.000,8681,kenney/fantasy-town-kit/wall-wood-window-small.obj
kenney/fantasy-town-kit/wall-wood-window-stone,"wall-wood-window-stone",kenney,fantasy-town-kit,buildings,"medieval rock wall window",404,1212,1,whole-model,True,True,0.150,1.000,1.000,13669,kenney/fantasy-town-kit/wall-wood-window-stone.obj
kenney/fantasy-town-kit/watermill,"watermill",kenney,fantasy-town-kit,buildings,"medieval",1200,3600,1,whole-model,True,True,0.850,1.799,1.799,53930,kenney/fantasy-town-kit/watermill.obj
kenney/fantasy-town-kit/watermill-wide,"watermill-wide",kenney,fantasy-town-kit,buildings,"medieval",1200,3600,1,whole-model,True,True,1.050,1.799,1.799,53945,kenney/fantasy-town-kit/watermill-wide.obj
kenney/fantasy-town-kit/wheel,"wheel",kenney,fantasy-town-kit,buildings,"medieval",384,1152,1,whole-model,True,True,0.238,0.483,0.468,17455,kenney/fantasy-town-kit/wheel.obj
kenney/fantasy-town-kit/windmill,"windmill",kenney,fantasy-town-kit,buildings,"building medieval",1464,4392,1,whole-model,True,True,0.471,3.113,3.113,64519,kenney/fantasy-town-kit/windmill.obj
kenney/food-kit/advocado-half,"advocado-half",kenney,food-kit,props-environments,"food",152,456,2,two-part,True,True,0.104,0.214,0.173,8722,kenney/food-kit/advocado-half.obj
kenney/food-kit/apple,"apple",kenney,food-kit,props-environments,"food",272,816,1,whole-model,True,True,0.196,0.191,0.196,12746,kenney/food-kit/apple.obj
kenney/food-kit/apple-half,"apple-half",kenney,food-kit,props-environments,"food",248,744,1,whole-model,True,True,0.098,0.191,0.196,11451,kenney/food-kit/apple-half.obj
kenney/food-kit/avocado,"avocado",kenney,food-kit,props-environments,"food",88,264,1,whole-model,True,True,0.150,0.214,0.173,4157,kenney/food-kit/avocado.obj
kenney/food-kit/bacon,"bacon",kenney,food-kit,props-environments,"food",80,240,1,whole-model,True,True,0.130,0.030,0.520,2878,kenney/food-kit/bacon.obj
kenney/food-kit/bacon-raw,"bacon-raw",kenney,food-kit,props-environments,"food",80,240,1,whole-model,True,True,0.130,0.030,0.520,2884,kenney/food-kit/bacon-raw.obj
kenney/food-kit/bag,"bag",kenney,food-kit,props-environments,"container food",92,276,1,whole-model,True,True,0.220,0.600,0.412,4654,kenney/food-kit/bag.obj
kenney/food-kit/bag-flat,"bag-flat",kenney,food-kit,props-environments,"container food",228,684,1,whole-model,True,True,0.650,0.191,0.468,9930,kenney/food-kit/bag-flat.obj
kenney/food-kit/banana,"banana",kenney,food-kit,props-environments,"food",208,624,1,whole-model,True,True,0.138,0.196,0.630,11319,kenney/food-kit/banana.obj
kenney/food-kit/barrel,"barrel",kenney,food-kit,props-environments,"container food",616,1848,1,whole-model,True,True,0.760,0.679,0.679,24304,kenney/food-kit/barrel.obj
kenney/food-kit/beet,"beet",kenney,food-kit,props-environments,"food",200,600,1,whole-model,True,True,0.098,0.265,0.098,9428,kenney/food-kit/beet.obj
kenney/food-kit/bottle-ketchup,"bottle-ketchup",kenney,food-kit,props-environments,"container food",192,576,1,whole-model,True,True,0.144,0.393,0.166,7072,kenney/food-kit/bottle-ketchup.obj
kenney/food-kit/bottle-musterd,"bottle-musterd",kenney,food-kit,props-environments,"container food",192,576,1,whole-model,True,True,0.144,0.393,0.166,7072,kenney/food-kit/bottle-musterd.obj
kenney/food-kit/bottle-oil,"bottle-oil",kenney,food-kit,props-environments,"container food",192,576,1,whole-model,True,True,0.140,0.622,0.140,8559,kenney/food-kit/bottle-oil.obj
kenney/food-kit/bowl,"bowl",kenney,food-kit,props-environments,"food",168,504,1,whole-model,True,True,0.502,0.214,0.580,6980,kenney/food-kit/bowl.obj
kenney/food-kit/bowl-broth,"bowl-broth",kenney,food-kit,props-environments,"food",404,1212,2,two-part,True,True,0.526,0.290,0.580,20791,kenney/food-kit/bowl-broth.obj
kenney/food-kit/bowl-cereal,"bowl-cereal",kenney,food-kit,props-environments,"food",240,720,1,whole-model,True,True,0.502,0.419,0.635,11595,kenney/food-kit/bowl-cereal.obj
kenney/food-kit/bowl-soup,"bowl-soup",kenney,food-kit,props-environments,"food",264,792,1,whole-model,True,True,0.502,0.214,0.580,12774,kenney/food-kit/bowl-soup.obj
kenney/food-kit/bread,"bread",kenney,food-kit,props-environments,"food",232,696,1,whole-model,True,True,0.442,0.040,0.366,9651,kenney/food-kit/bread.obj
kenney/food-kit/broccoli,"broccoli",kenney,food-kit,props-environments,"food",440,1320,1,whole-model,True,True,0.375,0.422,0.375,23388,kenney/food-kit/broccoli.obj
